Real Time (s):,826
Baseline (channel):,Auto
Threshold Min (channel):,0
Threshold Max (channel):,16384
Decimation (samples):,16
Wait Time (samples):,0
Channel,Counts
0, 0
1, 81070720
2, 10551703
3, 9965262
4, 10882723
5, 11046167
6, 10923886
7, 10677655
8, 10394091
9, 10067082
10, 9720060
11, 9332874
12, 8939203
13, 8511022
14, 8066467
15, 7610153
16, 7143214
17, 6671130
18, 6194088
19, 5717906
20, 5249546
21, 4783198
22, 4340196
23, 3907480
24, 3490359
25, 3097529
26, 2727054
27, 2385107
28, 2066230
29, 1775473
30, 1512441
31, 1275787
32, 1068906
33, 883604
34, 727199
35, 590814
36, 476072
37, 378969
38, 301084
39, 234962
40, 182335
41, 139952
42, 106578
43, 81017
44, 60802
45, 45118
46, 33622
47, 24724
48, 18136
49, 13169
50, 9561
51, 6915
52, 5128
53, 3806
54, 2959
55, 2278
56, 1760
57, 1420
58, 1160
59, 977
60, 900
61, 820
62, 751
63, 634
64, 599
65, 567
66, 513
67, 463
68, 477
69, 454
70, 392
71, 405
72, 387
73, 370
74, 337
75, 315
76, 308
77, 292
78, 274
79, 264
80, 281
81, 243
82, 237
83, 263
84, 196
85, 210
86, 192
87, 194
88, 190
89, 185
90, 160
91, 170
92, 155
93, 144
94, 145
95, 131
96, 145
97, 153
98, 119
99, 118
100, 122
101, 127
102, 125
103, 111
104, 114
105, 90
106, 102
107, 101
108, 90
109, 89
110, 102
111, 75
112, 76
113, 75
114, 91
115, 85
116, 68
117, 81
118, 71
119, 82
120, 71
121, 66
122, 70
123, 66
124, 46
125, 65
126, 67
127, 64
128, 48
129, 65
130, 55
131, 72
132, 57
133, 53
134, 62
135, 56
136, 60
137, 59
138, 49
139, 59
140, 74
141, 58
142, 69
143, 58
144, 57
145, 59
146, 67
147, 48
148, 41
149, 49
150, 52
151, 63
152, 50
153, 58
154, 49
155, 43
156, 52
157, 55
158, 43
159, 63
160, 62
161, 31
162, 60
163, 52
164, 57
165, 48
166, 56
167, 39
168, 47
169, 58
170, 42
171, 44
172, 42
173, 36
174, 42
175, 48
176, 45
177, 45
178, 56
179, 43
180, 36
181, 58
182, 36
183, 46
184, 33
185, 40
186, 47
187, 38
188, 39
189, 39
190, 28
191, 40
192, 35
193, 32
194, 33
195, 33
196, 31
197, 31
198, 31
199, 36
200, 38
201, 39
202, 25
203, 39
204, 30
205, 28
206, 43
207, 28
208, 33
209, 37
210, 39
211, 39
212, 37
213, 51
214, 27
215, 28
216, 29
217, 25
218, 18
219, 18
220, 22
221, 24
222, 33
223, 27
224, 30
225, 24
226, 31
227, 20
228, 27
229, 30
230, 21
231, 30
232, 22
233, 22
234, 28
235, 35
236, 30
237, 32
238, 25
239, 26
240, 35
241, 23
242, 24
243, 25
244, 24
245, 28
246, 20
247, 22
248, 24
249, 31
250, 26
251, 28
252, 20
253, 17
254, 21
255, 18
256, 29
257, 18
258, 29
