12540.386310438385,1.697530977728733e-20
16086.752600144951,8.867884685948496e-21
19568.627854714086,5.192022439246066e-21
23804.132856052056,3.0292393142159242e-21
28956.385968169718,1.748928717077304e-21
35223.81148719047,9.922317823599237e-22
42252.29858223504,5.867254234919055e-22
49978.85849405389,3.5658201033671785e-22
59951.53740412192,2.084088719213711e-22
72927.66625680936,1.1537739494047533e-22
88712.39564406761,6.432269833967904e-23
107913.62928297115,3.5485365356680805e-23
129446.49352370278,2.0288614836729357e-23
150224.33783625427,1.2744701374654515e-23
181508.69537845178,7.433338968939825e-24
220320.1746392742,4.133487475806566e-24
264282.41037839226,2.4074312850380423e-24
321484.656710328,1.36582458252171e-24
391067.9653336768,7.9132147007755675e-25
482416.5878108146,4.532863057351949e-25
603490.2008286131,2.557080713104696e-25
765589.9294732022,1.4722447809881212e-25
998799.2334506446,8.273090000565089e-26
1281255.2793816838,5.082239650583098e-26
1613008.02034557,3.3396324188211975e-26
2097066.331063919,2.1761482161303575e-26
2853173.3180640927,1.3603826463304134e-26
3881898.184299591,8.83226153279404e-27
5281534.569898831,5.915890407277304e-27
7185816.342596694,4.024732314593014e-27
9776695.736087708,2.799776898819959e-27
13301728.705397867,1.9826474077178167e-27
18097728.652728762,1.4071309052026038e-27
24622948.61380598,1.0053664311016847e-27
33500866.880701844,7.27974195818922e-28
45579759.73394336,5.271176890176182e-28
62013753.399341054,3.8253057223620906e-28
84373099.6635855,2.7946380838959667e-28
110294607.16401969,2.133279757050976e-28
148509822.61208737,1.5668438000918112e-28
198135350.0919,1.1739241547313384e-28
