Record Length,2.50E+03,,-0.0054,-0.0004
Sample Interval,2.00E-05,,-0.00538,-0.0008
Trigger Point,2.70E+02,,-0.00536,-0.0004
,,,-0.00534,-0.0004
,,,-0.00532,-0.0008
,,,-0.0053,-0.0008
Source,CH1,,-0.00528,-0.0008
Vertical Units,V,,-0.00526,-0.0004
Vertical Scale,1.00E-02,,-0.00524,-0.0004
Vertical Offset,0.00E+00,,-0.00522,0
Horizontal Units,s,,-0.0052,0.0004
Horizontal Scale,5.00E-03,,-0.00518,0
Pt Fmt,Y,,-0.00516,-0.0004
Yzero,0.00E+00,,-0.00514,-0.0008
Probe Atten,1.00E+00,,-0.00512,-0.0008
Model Number,TDS2022C,,-0.0051,0.0004
Serial Number,C031040,,-0.00508,0
Firmware Version,FV:v24.26,,-0.00506,0
,,,-0.00504,-0.0008
,,,-0.00502,-0.0008
,,,-0.005,-0.0004
,,,-0.00498,-0.0008
,,,-0.00496,-0.0012
,,,-0.00494,-0.0008
,,,-0.00492,-0.0004
,,,-0.0049,-0.0008
,,,-0.00488,-0.0004
,,,-0.00486,-0.0008
,,,-0.00484,-0.0004
,,,-0.00482,-0.0004
,,,-0.0048,0.0004
,,,-0.00478,-0.0008
,,,-0.00476,-0.0008
,,,-0.00474,-0.0012
,,,-0.00472,-0.0004
,,,-0.0047,0
,,,-0.00468,-0.0004
,,,-0.00466,-0.0008
,,,-0.00464,-0.0004
,,,-0.00462,0
,,,-0.0046,-0.0004
,,,-0.00458,-0.0008
,,,-0.00456,-0.0008
,,,-0.00454,-0.0004
,,,-0.00452,-0.0004
,,,-0.0045,-0.0004
,,,-0.00448,-0.0004
,,,-0.00446,-0.0004
,,,-0.00444,-0.0008
,,,-0.00442,-0.0004
,,,-0.0044,-0.0004
,,,-0.00438,0
,,,-0.00436,0
,,,-0.00434,-0.0008
,,,-0.00432,0
,,,-0.0043,-0.0004
,,,-0.00428,0
,,,-0.00426,-0.0004
,,,-0.00424,-0.0004
,,,-0.00422,-0.0008
,,,-0.0042,0
