340.483,2017.542,160.702
340.864,2017.542,160.702
341.244,2017.542,160.702
341.624,2029.244,160.702
342.004,2026.904,160.702
342.384,2005.839,160.702
342.764,2036.266,160.702
343.144,2022.223,160.702
343.524,2099.461,160.702
343.904,2085.417,160.702
344.284,2186.060,160.702
344.664,2169.677,160.702
345.044,2125.206,160.702
345.423,2200.104,160.702
345.803,2164.996,160.702
346.183,2164.996,160.702
346.562,2267.979,160.702
346.942,2293.725,160.702
347.321,2265.639,160.702
347.701,2251.595,160.702
348.080,2303.087,160.702
348.460,2373.303,160.702
348.839,2368.622,160.702
349.218,2321.811,160.702
349.598,2441.179,160.702
349.977,2363.941,160.702
350.356,2389.687,160.702
350.735,2410.752,160.702
351.114,2438.838,160.702
351.493,2445.860,160.702
351.872,2413.092,160.702
352.251,2457.562,160.702
352.630,2445.860,160.702
353.009,2427.136,160.702
353.388,2415.433,160.702
353.767,2492.671,160.702
354.145,2502.033,160.702
354.524,2373.303,160.702
354.903,2429.476,160.702
355.281,2420.114,160.702
355.660,2523.097,160.702
356.038,2415.433,160.702
356.417,2431.817,160.702
356.795,2473.946,160.702
357.174,2436.498,160.702
357.552,2459.903,160.702
357.930,2438.838,160.702
358.309,2417.773,160.702
358.687,2429.476,160.702
359.065,2429.476,160.702
359.443,2487.989,160.702
359.821,2487.989,160.702
360.199,2448.200,160.702
360.577,2422.454,160.702
360.955,2431.817,160.702
361.333,2455.222,160.702
361.711,2502.033,160.702
362.089,2431.817,160.702
362.467,2516.076,160.702
362.844,2473.946,160.702
363.222,2471.606,160.702
363.600,2509.054,160.702
363.977,2459.903,160.702
364.355,2455.222,160.702
364.732,2410.752,160.702
365.110,2387.346,160.702
365.487,2438.838,160.702
365.865,2459.903,160.702
366.242,2462.244,160.702
366.619,2497.352,160.702
366.996,2504.373,160.702
367.374,2441.179,160.702
367.751,2408.411,160.702
368.128,2429.476,160.702
368.505,2469.265,160.702
368.882,2469.265,160.702
369.259,2478.627,160.702
369.636,2406.071,160.702
370.013,2473.946,160.702
370.390,2413.092,160.702
370.767,2389.687,160.702
371.143,2469.265,160.702
371.520,2471.606,160.702
371.897,2452.881,160.702
372.273,2436.498,160.702
372.650,2466.925,160.702
373.027,2333.514,160.702
373.403,2434.157,160.702
373.779,2452.881,160.702
374.156,2382.665,160.702
374.532,2441.179,160.702
374.909,2457.562,160.702
375.285,2410.752,160.702
375.661,2415.433,160.702
376.037,2445.860,160.702
376.413,2413.092,160.702
376.790,2497.352,160.702
377.166,2445.860,160.702
377.542,2448.200,160.702
377.918,2387.346,160.702
378.294,2389.687,160.702
378.669,2394.368,160.702
379.045,2457.562,160.702
379.421,2399.049,160.702
379.797,2480.968,160.702
380.173,2438.838,160.702
380.548,2427.136,160.702
380.924,2445.860,160.702
381.299,2476.287,160.702
381.675,2476.287,160.702
382.050,2417.773,160.702
382.426,2443.519,160.702
382.801,2415.433,160.702
383.177,2455.222,160.702
383.552,2422.454,160.702
383.927,2452.881,160.702
384.302,2415.433,160.702
384.678,2448.200,160.702
385.053,2499.692,160.702
385.428,2478.627,160.702
385.803,2410.752,160.702
386.178,2471.606,160.702
386.553,2422.454,160.702
386.928,2476.287,160.702
387.303,2464.584,160.702
387.677,2450.541,160.702
388.052,2452.881,160.702
388.427,2487.989,160.702
388.802,2394.368,160.702
389.176,2457.562,160.702
389.551,2347.557,160.702
389.926,2396.709,160.702
390.300,2422.454,160.702
390.675,2436.498,160.702
391.049,2455.222,160.702
391.423,2497.352,160.702
391.798,2471.606,160.702
392.172,2450.541,160.702
392.546,2392.028,160.702
392.920,2392.028,160.702
393.295,2431.817,160.702
393.669,2434.157,160.702
394.043,2459.903,160.702
394.417,2450.541,160.702
394.791,2441.179,160.702
395.165,2441.179,160.702
395.539,2448.200,160.702
395.912,2459.903,160.702
396.286,2427.136,160.702
396.660,2464.584,160.702
397.034,2431.817,160.702
397.407,2380.325,160.702
397.781,2431.817,160.702
398.155,2443.519,160.702
398.528,2485.649,160.702
398.902,2427.136,160.702
399.275,2466.925,160.702
399.649,2478.627,160.702
400.022,2420.114,160.702
400.395,2417.773,160.702
400.768,2438.838,160.702
401.142,2492.671,160.702
401.515,2478.627,160.702
401.888,2464.584,160.702
402.261,2438.838,160.702
402.634,2413.092,160.702
403.007,2368.622,160.702
403.380,2441.179,160.702
403.753,2457.562,160.702
404.126,2422.454,160.702
404.499,2473.946,160.702
404.872,2537.141,160.702
405.244,2422.454,160.702
405.617,2413.092,160.702
405.990,2427.136,160.702
406.362,2396.709,160.702
406.735,2490.330,160.702
407.107,2464.584,160.702
407.480,2445.860,160.702
407.852,2523.097,160.702
408.225,2480.968,160.702
408.597,2434.157,160.702
408.969,2420.114,160.702
409.341,2443.519,160.702
409.714,2408.411,160.702
410.086,2434.157,160.702
410.458,2480.968,160.702
410.830,2459.903,160.702
411.202,2466.925,160.702
411.574,2438.838,160.702
411.946,2466.925,160.702
412.318,2424.795,160.702
412.690,2502.033,160.702
413.061,2473.946,160.702
413.433,2469.265,160.702
413.805,2539.481,160.702
414.177,2457.562,160.702
414.548,2424.795,160.702
414.920,2443.519,160.702
415.291,2431.817,160.702
415.663,2438.838,160.702
416.034,2427.136,160.702
416.406,2420.114,160.702
416.777,2438.838,160.702
417.148,2441.179,160.702
417.520,2450.541,160.702
417.891,2476.287,160.702
418.262,2417.773,160.702
418.633,2487.989,160.702
419.004,2427.136,160.702
419.375,2436.498,160.702
419.746,2492.671,160.702
420.117,2438.838,160.702
420.488,2511.395,160.702
420.859,2452.881,160.702
421.230,2434.157,160.702
421.600,2490.330,160.702
421.971,2403.730,160.702
422.342,2499.692,160.702
422.712,2471.606,160.702
423.083,2466.925,160.702
423.454,2420.114,160.702
423.824,2389.687,160.702
424.195,2457.562,160.702
424.565,2504.373,160.702
424.935,2487.989,160.702
425.306,2427.136,160.702
425.676,2457.562,160.702
426.046,2469.265,160.702
426.416,2492.671,160.702
426.786,2459.903,160.702
427.156,2434.157,160.702
427.527,2441.179,160.702
427.897,2773.535,160.702
428.266,2471.606,160.702
428.636,2497.352,160.702
429.006,2476.287,160.702
429.376,2408.411,160.702
429.746,2420.114,160.702
430.116,2462.244,160.702
430.485,2469.265,160.702
430.855,2450.541,160.702
431.225,2438.838,160.702
431.594,2445.860,160.702
431.964,2466.925,160.702
432.333,2469.265,160.702
432.702,2497.352,160.702
433.072,2455.222,160.702
433.441,2452.881,160.702
433.810,2506.714,160.702
434.180,2459.903,160.702
434.549,2487.989,160.702
434.918,2410.752,160.702
435.287,2443.519,160.702
435.656,2436.498,160.702
436.025,2492.671,160.702
436.394,2478.627,160.702
436.763,2422.454,160.702
437.132,2424.795,160.702
437.501,2373.303,160.702
437.869,2438.838,160.702
438.238,2445.860,160.702
438.607,2399.049,160.702
438.976,2420.114,160.702
439.344,2492.671,160.702
439.713,2502.033,160.702
440.081,2410.752,160.702
440.450,2438.838,160.702
440.818,2502.033,160.702
441.186,2443.519,160.702
441.555,2509.054,160.702
441.923,2469.265,160.702
442.291,2511.395,160.702
442.660,2490.330,160.702
443.028,2466.925,160.702
443.396,2452.881,160.702
443.764,2436.498,160.702
444.132,2424.795,160.702
444.500,2443.519,160.702
444.868,2483.308,160.702
445.236,2466.925,160.702
445.603,2438.838,160.702
445.971,2485.649,160.702
446.339,2476.287,160.702
446.707,2424.795,160.702
447.074,2450.541,160.702
447.442,2506.714,160.702
447.809,2441.179,160.702
448.177,2459.903,160.702
448.544,2462.244,160.702
448.912,2487.989,160.702
449.279,2464.584,160.702
449.647,2455.222,160.702
450.014,2455.222,160.702
450.381,2429.476,160.702
450.748,2534.800,160.702
451.115,2457.562,160.702
451.482,2457.562,160.702
451.850,2513.735,160.702
452.217,2464.584,160.702
452.584,2469.265,160.702
452.950,2506.714,160.702
453.317,2427.136,160.702
453.684,2483.308,160.702
454.051,2434.157,160.702
454.418,2450.541,160.702
454.784,2464.584,160.702
455.151,2466.925,160.702
455.518,2457.562,160.702
455.884,2480.968,160.702
456.251,2516.076,160.702
456.617,2471.606,160.702
456.984,2431.817,160.702
457.350,2464.584,160.702
457.716,2495.011,160.702
458.083,2558.206,160.702
458.449,2499.692,160.702
458.815,2473.946,160.702
459.181,2490.330,160.702
459.547,2450.541,160.702
459.913,2513.735,160.702
460.279,2471.606,160.702
460.645,2457.562,160.702
461.011,2429.476,160.702
461.377,2441.179,160.702
461.743,2492.671,160.702
462.109,2406.071,160.702
462.474,2473.946,160.702
462.840,2450.541,160.702
463.206,2483.308,160.702
463.571,2485.649,160.702
463.937,2541.822,160.702
464.302,2495.011,160.702
464.668,2520.757,160.702
465.033,2518.416,160.702
465.398,2455.222,160.702
465.764,2502.033,160.702
466.129,2445.860,160.702
466.494,2438.838,160.702
466.859,2434.157,160.702
467.225,2438.838,160.702
467.590,2471.606,160.702
467.955,2424.795,160.702
468.320,2441.179,160.702
468.685,2448.200,160.702
469.050,2459.903,160.702
469.414,2471.606,160.702
469.779,2452.881,160.702
470.144,2511.395,160.702
470.509,2502.033,160.702
470.873,2417.773,160.702
471.238,2579.270,160.702
471.603,2415.433,160.702
471.967,2504.373,160.702
472.332,2480.968,160.702
472.696,2443.519,160.702
473.061,2520.757,160.702
473.425,2518.416,160.702
473.789,2487.989,160.702
474.153,2466.925,160.702
474.518,2471.606,160.702
474.882,2504.373,160.702
475.246,2452.881,160.702
475.610,2473.946,160.702
475.974,2459.903,160.702
476.338,2448.200,160.702
476.702,2502.033,160.702
477.066,2490.330,160.702
477.430,2480.968,160.702
477.794,2473.946,160.702
478.157,2483.308,160.702
478.521,2504.373,160.702
478.885,2504.373,160.702
479.248,2452.881,160.702
479.612,2495.011,160.702
479.975,2499.692,160.702
480.339,2445.860,160.702
480.702,2487.989,160.702
481.066,2555.865,160.702
481.429,2497.352,160.702
481.792,2462.244,160.702
482.156,2480.968,160.702
482.519,2450.541,160.702
482.882,2466.925,160.702
483.245,2520.757,160.702
483.608,2457.562,160.702
483.971,2448.200,160.702
484.334,2502.033,160.702
484.697,2422.454,160.702
485.060,2415.433,160.702
485.423,2483.308,160.702
485.786,2469.265,160.702
486.148,2429.476,160.702
486.511,2473.946,160.702
486.874,2490.330,160.702
487.236,2420.114,160.702
487.599,2478.627,160.702
487.961,2520.757,160.702
488.324,2476.287,160.702
488.686,2429.476,160.702
489.049,2506.714,160.702
489.411,2417.773,160.702
489.773,2452.881,160.702
490.135,2422.454,160.702
490.498,2450.541,160.702
490.860,2445.860,160.702
491.222,2420.114,160.702
491.584,2551.184,160.702
491.946,2506.714,160.702
492.308,2459.903,160.702
492.670,2457.562,160.702
493.032,2445.860,160.702
493.393,2516.076,160.702
493.755,2487.989,160.702
